Date,Open,High,Low,Close,Adj Close,Volume
2006-09-01,87.936142,98.503578,86.020798,97.055267,79.542107,243086597
2006-10-01,97.055267,105.174271,93.885040,103.376862,84.723015,184586395
2006-11-01,118.534523,124.908005,102.749420,124.266411,101.843140,298488444
2006-12-01,124.072990,152.605057,109.825829,117.524956,96.318130,251606694
2007-01-01,117.524956,120.982964,106.806557,107.603836,88.187256,221391018
2007-02-01,109.259712,116.053062,91.663048,98.300720,80.562820,258906069
2007-03-01,98.314873,101.371880,84.737602,93.828430,76.897545,313933839
2007-04-01,92.408432,109.995659,86.332153,103.966560,85.206299,272694179
2007-05-01,103.966560,128.696243,100.956734,127.719696,104.673302,357290761
2007-06-01,128.696243,144.519089,120.789536,143.962418,117.985123,403005903
2007-07-01,144.358688,169.739395,138.707001,153.213638,126.900475,332423128
2007-08-01,151.906860,163.681992,132.753387,150.996353,125.063980,466201774
2007-09-01,152.756027,185.114075,149.076294,183.595001,152.064072,284734643
2007-10-01,184.175262,205.215790,150.963333,195.138977,161.625458,438693562
2007-11-01,204.460968,231.162613,188.704163,217.236237,179.927689,359754394
2007-12-01,219.840363,233.615753,210.122086,223.722946,185.300400,150110548
2008-01-01,224.557953,242.862259,172.664307,216.735001,179.512558,256049479
2008-02-01,224.470001,233.970001,194.500000,211.164993,174.899139,178289680
2008-03-01,200.100006,205.240005,158.100006,160.024994,132.542038,234253880
2008-04-01,160.500000,182.100006,156.134995,177.464996,146.986847,176564830
2008-05-01,177.464996,184.000000,143.535004,144.500000,119.683319,194417810
2008-06-01,142.699997,149.800003,110.099998,111.160004,93.392685,219409130
2008-07-01,111.500000,157.399994,96.565002,141.725006,119.072311,366850220
2008-08-01,139.179993,163.899994,130.054993,140.384995,117.946480,377312960
2008-09-01,139.000000,162.000000,135.199997,146.335007,122.945488,488105900
2008-10-01,148.479996,158.979996,98.500000,110.970001,93.233047,646183650
2008-11-01,116.400002,138.000000,102.125000,108.855003,91.456108,667009630
2008-12-01,109.000000,132.399994,99.555000,128.880005,108.280411,794979430
2009-01-01,132.899994,138.869995,103.110001,115.099998,96.702934,551602690
2009-02-01,113.900002,120.595001,99.614998,102.529999,86.142044,427702530
2009-03-01,101.470001,113.400002,89.150002,106.709999,89.653954,744661710
2009-04-01,107.614998,135.500000,102.330002,127.860001,107.423424,641486160
2009-05-01,127.860001,189.214996,121.945000,186.884995,157.014160,641295500
2009-06-01,203.970001,203.970001,159.895004,174.529999,146.633926,531418200
2009-07-01,173.100006,183.990005,151.059998,181.164993,154.753098,517666620
2009-08-01,182.000000,188.800003,167.000000,174.289993,148.880386,354984610
2009-09-01,176.100006,221.899994,171.500000,219.494995,187.495026,404299940
2009-10-01,219.154999,249.899994,204.699997,219.104996,187.161865,600154300
2009-11-01,219.104996,238.449997,205.740005,223.955002,191.304794,501086390
2009-12-01,224.600006,237.500000,212.524994,226.899994,193.820419,394085800
2010-01-01,226.899994,231.500000,195.505005,205.660004,175.676987,378997340
2010-02-01,214.800003,214.800003,186.309998,197.429993,168.646820,362690990
2010-03-01,197.429993,212.195007,197.419998,207.820007,178.438156,296748230
2010-04-01,208.000000,231.889999,201.199997,230.070007,197.542404,346133120
2010-05-01,229.000000,234.899994,213.800003,226.880005,194.803406,375413950
2010-06-01,225.110001,263.010010,220.210007,230.199997,197.654053,299966740
2010-07-01,229.110001,252.199997,225.354996,250.289993,216.802261,286561750
2010-08-01,251.994995,288.480011,251.199997,276.640015,239.626846,381534880
2010-09-01,277.500000,327.470001,273.725006,324.045013,280.689270,386816160
2010-10-01,323.940002,332.484985,307.600006,315.059998,272.906372,242748290
2010-11-01,319.500000,351.500000,277.500000,299.220001,259.185730,566261760
2010-12-01,299.899994,317.359985,265.549988,281.190002,243.567978,565857660
2011-01-01,283.269989,285.200012,246.309998,264.239990,228.885849,579720810
2011-02-01,265.260010,281.475006,247.630005,263.045013,227.850754,496229870
2011-03-01,265.700012,288.850006,252.044998,276.529999,239.531494,375049320
2011-04-01,276.529999,296.005005,270.510010,280.459991,242.935638,285712410
2011-05-01,281.000000,281.899994,216.500000,229.794998,199.049454,601057420
2011-06-01,230.880005,243.300003,212.005005,240.464996,211.017807,395944050
2011-07-01,241.850006,252.970001,233.470001,234.479996,205.765732,281850950
2011-08-01,236.509995,238.300003,186.660004,197.380005,173.208969,449723690
2011-09-01,197.380005,204.794998,180.850006,191.104996,167.702408,638677070
2011-10-01,188.214996,198.899994,171.000000,190.630005,167.285599,611647990
2011-11-01,189.250000,201.750000,162.725006,176.244995,154.662170,717022820
2011-12-01,181.600006,195.985001,157.110001,161.904999,142.078232,674271260
2012-01-01,162.899994,208.595001,161.139999,206.160004,180.913773,507366830
2012-02-01,205.100006,247.500000,198.229996,224.755005,197.231674,721476290
2012-03-01,223.384995,237.440002,204.714996,209.634995,183.963242,588096710
2012-04-01,210.000000,234.970001,209.005005,213.809998,187.626984,436579170
2012-05-01,213.809998,216.889999,180.229996,205.604996,180.426727,778308620
2012-06-01,205.994995,224.399994,197.404999,215.899994,192.914734,675324690
2012-07-01,216.979996,225.255005,193.149994,200.509995,179.163223,513166880
2012-08-01,201.000000,208.895004,181.514999,183.735001,164.174088,621691260
2012-09-01,185.000000,227.800003,182.699997,224.059998,200.206009,518389820
2012-10-01,224.240005,236.255005,201.029999,211.024994,188.558731,474785820
2012-11-01,211.199997,226.934998,204.100006,217.029999,193.924438,413217690
2012-12-01,218.000000,240.815002,217.350006,238.550003,213.153381,386839220
2013-01-01,240.490005,255.169998,239.755005,243.800003,217.844452,408572780
2013-02-01,243.100006,245.210007,205.100006,208.089996,185.936234,430445010
2013-03-01,208.699997,227.380005,202.710007,207.274994,185.207977,410246090
2013-04-01,208.500000,236.000000,197.610001,226.429993,202.323700,341275490
2013-05-01,226.429993,247.199997,204.205002,204.675003,182.884781,501619750
2013-06-01,204.809998,208.399994,189.210007,195.380005,177.995865,435869660
2013-07-01,196.300003,202.899994,169.000000,170.839996,155.639343,484328200
2013-08-01,171.794998,172.899994,145.270004,151.895004,138.380005,548347800
2013-09-01,152.000000,184.449997,145.570007,161.490005,147.121277,482393850
2013-10-01,162.235001,180.339996,157.384995,179.675003,163.688232,414160840
2013-11-01,179.300003,190.789993,165.264999,181.945007,165.756271,456503920
2013-12-01,182.699997,192.399994,171.250000,176.649994,160.932358,339419830
2014-01-01,177.199997,180.600006,151.005005,152.384995,138.826385,320936250
2014-02-01,152.500000,154.000000,145.509995,153.324997,139.682755,296678260
2014-03-01,153.000000,193.880005,151.500000,191.770004,174.707077,505242250
2014-04-01,192.800003,212.490005,186.750000,207.860001,191.059097,378084600
2014-05-01,207.860001,283.489990,203.500000,254.225006,233.676498,635372890
2014-06-01,254.899994,276.149994,252.669998,268.625000,248.339676,411652990
2014-07-01,269.899994,272.899994,236.639999,243.925003,225.504913,375131560
2014-08-01,241.500000,257.739990,235.009995,246.070007,227.487946,348137400
2014-09-01,247.699997,264.399994,235.005005,244.570007,226.101212,383902910
2014-10-01,244.500000,270.980011,234.604996,270.279999,249.869705,272704970
2014-11-01,270.600006,322.500000,269.424988,321.399994,297.129333,417548280
2014-12-01,322.799988,326.950012,287.000000,311.850006,288.300537,312302500
2015-01-01,312.450012,336.000000,295.149994,308.950012,285.619537,309069932
2015-02-01,309.500000,313.149994,275.700012,299.899994,277.252960,388866504
2015-03-01,305.899994,315.000000,255.199997,267.049988,246.883621,333266917
2015-04-01,266.649994,294.899994,263.149994,269.750000,249.379745,265529226
2015-05-01,269.750000,305.000000,259.649994,278.149994,257.145355,323311496
2015-06-01,278.649994,282.000000,248.850006,262.750000,245.974792,323218125
2015-07-01,263.100006,274.649994,252.300003,270.049988,252.808701,214330493
2015-08-01,270.000000,291.799988,240.000000,247.350006,231.558014,438049369
2015-09-01,244.850006,248.449997,220.149994,237.149994,222.009232,303647862
2015-10-01,241.199997,257.149994,234.399994,237.050003,221.915619,211657989
2015-11-01,238.000000,253.000000,232.699997,248.649994,232.775009,225414546
2015-12-01,250.850006,251.899994,224.000000,224.449997,210.120056,228912040
2016-01-01,225.000000,228.899994,171.500000,179.899994,168.414337,403912638
2016-02-01,181.949997,181.949997,148.250000,158.750000,148.614670,640117323
2016-03-01,160.500000,198.750000,158.550003,194.250000,181.848160,485872509
2016-04-01,193.699997,202.550003,180.199997,189.000000,176.933350,390063790
2016-05-01,187.600006,205.699997,166.399994,204.949997,191.865036,535804201
2016-06-01,205.949997,221.899994,195.399994,218.800003,204.830780,671633313
2016-07-01,220.800003,235.149994,216.500000,229.399994,217.574738,333949518
2016-08-01,230.800003,260.399994,223.199997,252.500000,239.483978,472055972
2016-09-01,251.949997,271.600006,243.500000,251.250000,238.298401,302189008
2016-10-01,253.000000,264.899994,245.850006,258.000000,244.700439,244910301
2016-11-01,257.000000,288.799988,235.000000,258.350006,245.032425,486405242
2016-12-01,259.649994,269.350006,243.100006,250.199997,237.302551,258918951
2017-01-01,252.500000,268.200012,241.100006,260.350006,246.929321,266397653
2017-02-01,262.000000,282.799988,261.600006,269.200012,255.323120,301070852
2017-03-01,270.000000,295.000000,264.250000,293.399994,278.275604,320559666
2017-04-01,294.799988,298.750000,279.250000,289.750000,274.813751,245342314
2017-05-01,289.750000,315.299988,281.049988,288.299988,273.438538,379508946
2017-06-01,287.950012,295.899994,269.700012,273.649994,261.890900,309261090
2017-07-01,274.100006,313.850006,272.049988,312.500000,299.071472,252255178
2017-08-01,314.000000,314.799988,271.200012,277.750000,265.814728,337859310
2017-09-01,277.649994,280.399994,249.500000,253.850006,242.941742,251103632
2017-10-01,253.850006,351.299988,241.149994,305.799988,292.659363,635028553
2017-11-01,309.399994,346.700012,306.649994,320.350006,306.584167,523180524
2017-12-01,321.500000,323.850006,300.399994,309.899994,296.583191,308352494
2018-01-01,310.600006,332.750000,292.600006,313.250000,299.789246,467226485
2018-02-01,316.899994,317.399994,256.649994,268.000000,256.483704,506361276
2018-03-01,266.299988,270.000000,232.350006,249.899994,239.161469,491062494
2018-04-01,251.800003,265.000000,232.500000,246.399994,235.811859,387131760
2018-05-01,246.399994,274.799988,237.850006,269.549988,257.967072,493103116
2018-06-01,269.250000,289.649994,255.699997,259.350006,248.205399,370271032
2018-07-01,258.950012,302.399994,250.449997,293.500000,280.887909,401092649
2018-08-01,294.500000,326.399994,288.350006,309.600006,296.296082,621551040
2018-09-01,312.500000,312.500000,253.399994,265.500000,254.091141,478016576
2018-10-01,265.500000,282.750000,247.399994,281.399994,269.307861,574314551
2018-11-01,283.000000,300.000000,273.350006,284.649994,272.418213,468696147
2018-12-01,286.700012,302.000000,268.350006,295.899994,283.184814,314605179
2019-01-01,297.500000,307.500000,276.549988,293.649994,281.031464,354323797
2019-02-01,296.899994,302.700012,258.799988,269.049988,257.488556,408697355
2019-03-01,270.549988,339.649994,270.100006,320.750000,306.966980,472623392
2019-04-01,321.799988,332.450012,303.600006,309.950012,296.631042,380333752
2019-05-01,309.950012,364.000000,292.450012,352.500000,337.352631,663322664
2019-06-01,352.350006,365.000000,333.799988,361.250000,345.726654,381970891
2019-07-01,362.799988,373.799988,323.899994,332.200012,317.924957,448013302
2019-08-01,330.799988,331.500000,262.700012,273.850006,262.082336,669714754
2019-09-01,273.850006,316.000000,266.950012,270.799988,259.163361,677635882
2019-10-01,272.750000,317.799988,244.350006,312.399994,298.975769,1000753927
2019-11-01,312.399994,351.000000,299.700012,341.850006,327.160248,747065026
2019-12-01,343.899994,344.600006,308.000000,333.750000,319.408325,711422700
2020-01-01,334.700012,339.850006,305.649994,318.450012,304.765808,785450517
2020-02-01,317.950012,331.899994,295.350006,303.000000,289.979706,894092490
2020-03-01,311.000000,312.000000,173.550003,196.850006,188.391113,1860928554
2020-04-01,194.000000,198.000000,175.000000,190.500000,182.313965,1133157099
2020-05-01,190.500000,190.500000,149.449997,161.300003,154.368729,1246952077
2020-06-01,164.000000,197.500000,163.350006,178.449997,170.781784,1835480172
2020-07-01,179.449997,202.500000,178.600006,191.449997,183.223129,1537008340
2020-08-01,192.000000,231.550003,189.550003,212.000000,202.890091,1455754989
2020-09-01,213.100006,219.000000,175.500000,185.399994,177.433105,1099854038
2020-10-01,187.000000,207.300003,185.899994,189.250000,181.117691,926462766
2020-11-01,192.199997,253.000000,190.050003,244.250000,233.754272,1541534663
2020-12-01,245.000000,279.899994,244.100006,274.950012,263.135071,985080328
2021-01-01,274.899994,310.899994,269.500000,282.100006,269.977814,777947672
2021-02-01,285.100006,427.700012,282.750000,390.149994,373.384766,1532347646
2021-03-01,395.100006,408.899994,345.200012,364.299988,348.645538,849338663
2021-04-01,367.700012,371.899994,321.299988,353.500000,338.309631,929066645
2021-05-01,349.600006,433.649994,341.399994,424.350006,406.115143,1295320532
2021-06-01,426.049988,441.950012,400.500000,419.200012,401.186432,650335327
2021-07-01,420.299988,444.399994,417.149994,431.799988,417.060272,365053983
2021-08-01,434.750000,467.450012,401.250000,426.049988,411.506561,619336083
2021-09-01,427.500000,471.899994,425.100006,453.000000,437.536621,408763525
2021-10-01,448.500000,526.849976,443.799988,502.149994,485.008850,453980329
2021-11-01,508.500000,542.299988,454.299988,460.549988,444.828888,482271634
2021-12-01,464.450012,500.450012,443.000000,460.450012,444.732330,327157896
2022-01-01,462.000000,540.900024,460.100006,538.299988,519.924866,379249051
2022-02-01,543.950012,549.000000,468.000000,483.200012,466.705719,460319999
2022-03-01,483.200012,503.500000,425.000000,493.549988,476.702393,470848484
2022-04-01,491.000000,522.000000,490.049988,496.299988,479.358551,274734230
2022-05-01,492.649994,496.450012,438.850006,468.100006,452.121185,368134331
2022-06-01,468.000000,475.549988,430.700012,465.899994,457.018951,258464165
2022-07-01,463.350006,537.500000,460.549988,528.349976,518.278503,230548231
2022-08-01,529.049988,546.400024,508.250000,531.250000,521.123230,289740271
2022-09-01,522.250000,578.500000,516.150024,530.599976,520.485596,285685943
2022-10-01,527.599976,586.200012,518.500000,573.799988,562.862183,212788403
2022-11-01,576.349976,622.700012,568.000000,602.450012,590.966064,289212623
2022-12-01,607.849976,629.549988,570.700012,613.700012,602.001587,236062156
2023-01-01,614.950012,619.200012,525.200012,553.500000,542.949097,267234546
2023-02-01,561.400024,565.000000,499.350006,522.799988,512.834351,364711473
2023-03-01,523.250000,567.900024,501.549988,523.750000,513.766235,345056294
2023-04-01,524.750000,580.450012,519.049988,578.299988,567.276367,389306777
2023-05-01,578.299988,596.400024,563.250000,579.849976,568.796814,420940668
2023-06-01,581.799988,593.950012,553.799988,572.849976,572.849976,262530267
2023-07-01,574.500000,621.900024,573.900024,620.200012,620.200012,345743995
2023-08-01,620.200012,620.849976,554.000000,561.349976,561.349976,462509507
2023-09-01,562.700012,608.400024,562.099976,598.549988,598.549988,307972147
2023-10-01,598.549988,604.900024,543.200012,565.549988,565.549988,258401852
2023-11-01,566.250000,582.599976,563.849976,581.349976,581.349976,116442452
2023-11-13,581.000000,582.500000,575.200012,581.349976,581.349976,11278891
